address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number
115-05 FARMERS BOULEVARD,Queens,QN,4237309,11032,8,10/27/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34995106H,
115-05 FARMERS BOULEVARD,Queens,QN,4237309,11032,8,6/28/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,8/20/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196723Z,082016CERFC02
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,8/20/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196723Z,082016CERFC01
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,2/20/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,8/20/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196724K,082016CERFC01
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,11/13/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
115-10 ROCKAWAY BEACH BOULEVARD,Queens,QN,4303733,16166,5,8/20/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196724K,082016CERFC02
115-22 LIBERTY AVENUE,Queens,QN,4202726,9538,8,9/12/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35136903L,091215CNEDG01
116 10 AVENUE,Manhattan,MN,1012546,715,2,2/7/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
116 NORTH 5 STREET,Brooklyn,BK,3062303,2343,5,3/17/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
116-02 JAMAICA AVENUE,Queens,QN,4442216,9326,1,2/13/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
116-02 JAMAICA AVENUE,Queens,QN,4442216,9326,1,3/20/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
117-03 HILLSIDE AVENUE,Queens,QN,4193411,9257,53,1/19/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006107P,011913CNETV01
117-03 HILLSIDE AVENUE,Queens,QN,4193411,9257,53,1/19/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006107P,
117-15 101 AVENUE,Queens,QN,4199564,9453,22,10/25/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1170 EAST GUN HILL ROAD,Bronx,BX,2090536,4616,42,4/13/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1170 EAST GUN HILL ROAD,Bronx,BX,2090536,4616,42,8/16/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35025397X,081613CNEMR01
1172 EAST GUNHILL ROAD,Bronx,BX,2090536,4616,42,2/3/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,7/28/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,3/10/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,,031013CNEAC03
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,11/15/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,9/6/13 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35025361Y,090613CNEAC01
1175 BEDFORD AVENUE,Brooklyn,BK,3051833,1827,6,9/6/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35025362X,090613CNETZ01
1177 WHEELER AVENUE,Bronx,BX,2023775,3738,43,1/3/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081012M,010414CNETM02
1177 WHEELER AVENUE,Bronx,BX,2023775,3738,43,1/3/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081156M,010414CNETM02
1177 WHEELER AVENUE,Bronx,BX,2023775,3738,43,4/14/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1177A WHEELER AVENUE,Bronx,BX,2023775,3738,43,7/14/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1177A WHEELER AVENUE,Bronx,BX,2023775,3738,43,1/26/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000154K,012613CERFC01
1178 EAST NEW YORK AVENUE,Brooklyn,BK,3080786,3508,33,1/10/14 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35081108R,
1178 EAST NEW YORK AVENUE,Brooklyn,BK,3080786,3508,33,8/16/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
118 EAST 116 STREET,Manhattan,MN,1052267,1643,62,4/22/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
118-04 LIBERTY AVENUE,Queens,QN,4204182,9572,2,9/27/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35065029Z,092713CNEDG02
118-14 LIBERTY AVENUE,Queens,QN,4204187,9572,7,4/25/14 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35081295L,
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,5/20/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245492Z,052017CNEAC05
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,5/14/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179904N,"051416CNEJM01,02"
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,5/20/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245491R,052017CNEAC05
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,5/20/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245492Z,052017PANEAC06
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,5/15/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,5/20/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245491R,052017PANEAC06
1183 BROADWAY,Brooklyn,BK,3074308,3263,4,5/14/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179905P,"051416CNEJM01,02"
1186 BROADWAY,Brooklyn,BK,3043688,1613,9,6/11/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2/4/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219168H,020417CNETV01
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2/4/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219167X,020417CNETV01
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,4/14/13 0:00,VACATE,,
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,5/16/13 0:00,VACATE,,
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,5/16/13 0:00,VACATE,34951831X,012513CERLP01
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,1/3/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081187Y,010414CNEML01
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2/4/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219167X,020417CNETV02
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,2/4/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219168H,020417CNETV02
1186 EVERGREEN AVENUE,Bronx,BX,2023774,3738,38,1/26/13 0:00,VACATE,34951831X,012513CERLP01
1187 AMSTERDAM AVENUE,Manhattan,MN,1059499,1962,1,12/1/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1188 BEDFORD AVENUE,Brooklyn,BK,3420462,1996,7503,2/25/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1188 BROADWAY,Brooklyn,BK,3043688,1613,9,6/20/15 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35136737P,062015CNEAC04
1189 BROADWAY,Brooklyn,BK,3074306,3263,2,5/9/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
119 EAST 157 STREET,Bronx,BX,2002978,2483,23,1/4/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
119 EAST 157 STREET,Bronx,BX,2002978,2483,23,12/6/13 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35081001R,120613CNEJM01
119 EAST 233 STREET,Bronx,BX,2018889,3369,36,9/12/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1195 PRESIDENT STREET,Brooklyn,BK,3033230,1276,1,5/31/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1199 NOSTRAND AVENUE,Brooklyn,BK,3107257,4814,3,5/31/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35014891H,
1199 NOSTRAND AVENUE,Brooklyn,BK,3107257,4814,3,1/18/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1199 NOSTRAND AVENUE,Brooklyn,BK,3107257,4814,3,5/31/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35014890X,
12 JEFFERSON STREET,Brooklyn,BK,3072173,3170,14,9/28/14 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35030596P,092814CNETZ02/02
12 JEFFERSON STREET,Brooklyn,BK,3072173,3170,14,9/28/14 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35111129K,092814CNETZ02/02
12 SPRING STREET,Manhattan,MN,1007137,478,18,1/3/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
12 WEST 45 STREET,Manhattan,MN,1034230,1260,46,4/4/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081415R,040414CNETZ01/02
12 WEST 45 STREET,Manhattan,MN,1034230,1260,46,4/4/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35081416Z,040414CNETZ01/02
120-04 ROCKAWAY BOULEVARD,Queens,QN,4253582,11713,37,3/19/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180109M,"031916CEFC04,05,06"
120-04 ROCKAWAY BOULEVARD,Queens,QN,4253582,11713,37,3/19/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180110J,"031916CEFC04,05,06"
120-04 ROCKAWAY BOULEVARD,Queens,QN,4253582,11713,37,3/19/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180108K,"031916CEFC04,05,06"
120-06 LIBERTY AVENUE,Queens,QN,4204290,9574,3,4/26/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
120-12 LIBERTY AVENUE,Queens,QN,4204293,9574,6,3/7/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1201 MANOR AVENUE,Bronx,BX,2025283,3775,1,6/21/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1205 FOREST AVENUE,Staten Island,SI,5006484,238,203,8/17/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985361X,
1206 STRATFORD AVENUE,Bronx,BX,2025354,3777,5,2/7/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1206 STRATFORD AVENUE,Bronx,BX,2025354,3777,5,2/8/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1207 AMSTERDAM AVENUE,Manhattan,MN,1059510,1962,38,12/1/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000250K,120112CNETZ01
121 ESSEX STREET,Manhattan,MN,1005332,410,53,8/14/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
122 RIVINGTON STREET,Manhattan,MN,1004320,354,36,2/15/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006418M,
122 RIVINGTON STREET,Manhattan,MN,1004320,354,36,2/15/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35006419Y,
122 WEST 118 STREET,Manhattan,MN,1057442,1902,44,1/5/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
123 WEST KINGSBRIDGE ROAD,Bronx,BX,2015287,3248,135,7/28/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,1/17/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,6/30/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,1/4/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1233 FLATBUSH AVENUE,Brooklyn,BK,3120335,5210,27,11/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1236 ROGERS AVENUE,Brooklyn,BK,3120411,5213,43,1/17/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081089K,"011814CERFC01,02"
1236 ROGERS AVENUE,Brooklyn,BK,3120411,5213,43,1/17/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35081088Z,"011814CERFC01,02"
1237 CASTLE HILL AVENUE,Bronx,BX,2026572,3813,48,2/6/15 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35000488K,020615CNEDR01
1237 CASTLE HILL AVENUE,Bronx,BX,2026572,3813,48,2/7/15 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35000488K,020615CNEDR01
124 EAST 183 STREET,Bronx,BX,2013867,3171,23,7/17/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
124-02 JAMAICA AVENUE,Queens,QN,4196066,9333,1,10/25/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
124-04 LIBERTY AVENUE,Queens,QN,4204510,9578,3,9/27/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
124-12 101 AVENUE,Queens,QN,4200739,9491,6,2/14/15 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35117985K,"021415CERDM01, JM01"
124-12 101 AVENUE,Queens,QN,4200739,9491,6,2/14/15 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35117986M,"021415CERDM01, JM01"
124-20 LIBERTY AVENUE,Queens,QN,4204517,9578,10,4/25/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35081294J,
124-20 LIBERTY AVENUE,Queens,QN,4204517,9578,10,4/25/14 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35091405M,
1242 SAINT NICHOLAS AVENUE,Manhattan,MN,1063086,2129,1,12/8/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1246 EAST GUN HILL ROAD,Bronx,BX,2056796,4618,25,4/13/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1246 EAST GUN HILL ROAD,Bronx,BX,2056796,4618,25,8/16/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1246 EAST GUNHILL ROAD,Bronx,BX,2056796,4618,25,2/3/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1246 GUNHILL ROAD,Bronx,BX,2056796,4618,25,8/28/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1246 GUNHILL ROAD,Bronx,BX,2056796,4618,25,1/28/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1248 MYRTLE AVENUE,Brooklyn,BK,3400704,3227,22,5/14/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125 EAST 11 STREET,Manhattan,MN,1008983,556,68,4/11/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125 EAST 11 STREET,Manhattan,MN,1008983,556,68,12/12/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125 EAST 11 STREET,Manhattan,MN,1008983,556,68,3/8/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125 ST MARKS PLACE,Manhattan,MN,1005881,436,34,9/19/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35111275Z,
125-04 LIBERTY AVENUE,Queens,QN,4204577,9579,2,3/8/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125-04 LIBERTY AVENUE,Queens,QN,4204577,9579,2,7/8/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125-06 LIBERTY AVENUE,Queens,QN,4204578,9579,3,9/12/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35103538L,091314CNEJM01
125-15 JAMAICA AVENUE,Queens,QN,4193890,9279,86,7/3/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125-15 JAMAICA AVENUE,Queens,QN,4193890,9279,86,8/2/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125-17 ROCKAWAY BOULEVARD,Queens,QN,4252623,11682,32,9/27/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125-17 ROCKAWAY BOULEVARD,Queens,QN,4252623,11682,32,7/8/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
125-22 MERRICK BOULEVARD,Queens,QN,4270263,12525,1,8/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1250 MORRISON AVENUE,Bronx,BX,2025385,3778,24,1/26/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1250 MORRISON AVENUE,Bronx,BX,2025385,3778,24,4/14/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1257 AMSTERDAM AVENUE,Manhattan,MN,1087900,1963,60,12/1/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000250K,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,8/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,5/7/17 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35244117M,050617CNETVO4
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,4/1/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,3/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,1/31/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,10/28/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34995107J,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,5/13/17 0:00,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,2/28/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
126-19 MERRICK BOULEVARD,Queens,QN,4269909,12486,1,6/27/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1260 MYRTLE AVENUE,Brooklyn,BK,3073398,3227,31,6/8/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34940134R,
1264 MYRTLE AVENUE,Brooklyn,BK,3073400,3227,33,6/8/12 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,34940219X,
127 EAST 47 STREET,Manhattan,MN,1036220,1302,123,11/8/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
127-08 MERRICK BOULEVARD,Queens,QN,4270315,12528,105,10/28/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
127-23 MERRICK BOULEVARD,Queens,QN,4269971,12488,1,4/1/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1271 MYRTLE AVENUE,Brooklyn,BK,3073111,3217,54,2/9/17 0:00,VACATE,,
1271 MYRTLE AVENUE,Brooklyn,BK,3073111,3217,54,9/8/16 0:00,VACATE,,
1271 MYRTLE AVENUE,Brooklyn,BK,3073111,3217,54,9/21/13 0:00,VACATE,,
1272 BROADWAY,Brooklyn,BK,3337962,1623,44,8/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1272 BROADWAY,Brooklyn,BK,3337962,1623,44,6/10/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180560R,061016CNEMR01
1272 BROADWAY,Brooklyn,BK,3337962,1623,44,6/10/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179939N,061016CNER01
1272 BROADWAY,Brooklyn,BK,3337962,1623,44,6/10/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35179939N,061016CNEMR01
1272 BROADWAY,Brooklyn,BK,3337962,1623,44,6/10/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180560R,061016CNER01
128 EAST 174 STREET,Bronx,BX,2007872,2824,45,1/4/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
128 EAST 174 STREET,Bronx,BX,2007872,2824,45,10/6/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
128 WYCKOFF AVENUE,Brooklyn,BK,3074248,3259,36,9/27/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
128 WYCKOFF AVENUE,Brooklyn,BK,3074248,3259,36,9/27/14 0:00,ADMINISTRATIVE CLOSURE NN,,
128 WYCKOFF AVENUE,Brooklyn,BK,3074248,3259,36,1/24/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
128 WYCKOFF AVENUE,Brooklyn,BK,3074248,3259,36,5/9/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1285 SHAKESPEARE AVENUE,Bronx,BX,2003330,2519,26,8/17/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1285 SHAKESPEARE AVENUE,Bronx,BX,2003330,2519,26,7/18/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1288 WESTCHESTER AVENUE,Bronx,BX,2097225,2757,93,9/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1288 WESTCHESTER AVENUE,Bronx,BX,2097225,2757,93,3/17/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
129 AVENUE C,Manhattan,MN,1004749,391,37,1/15/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
129 LEXINGTON AVENUE,Manhattan,MN,1018229,884,63,11/7/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
129-06 LIBERTY AVENUE,Queens,QN,4440680,9583,2,9/28/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35030379Z,092813CNEAC01
129-06 LIBERTY AVENUE,Queens,QN,4440680,9583,2,9/12/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
129-06 LIBERTY AVENUE,Queens,QN,4440680,9583,2,3/8/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1292 WESTCHESTER AVENUE,Bronx,BX,2097226,2757,93,11/6/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1298 WESTCHESTER AVENUE,Bronx,BX,2097228,2757,93,3/17/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
130 LINCOLN AVENUE,Staten Island,SI,5107537,3603,44,3/24/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
130 WEST 42 STREET,Manhattan,MN,1022577,994,45,2/22/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
130-18 101 AVENUE,Queens,QN,4201015,9498,5,9/13/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
130-35 91 AVENUE,Queens,QN,4196823,9358,39,4/1/17 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35244103L,040117CNETV02
130-35 91 AVENUE,Queens,QN,4196823,9358,39,7/3/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
130-35 91 AVENUE,Queens,QN,4196823,9358,39,1/19/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35006108R,011913PANETV02
130-35 91 AVENUE,Queens,QN,4196823,9358,39,3/20/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
130-35 91 STREET,Queens,QN,4850490,,,1/19/13 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35006108R,
1300 EAST 222 STREET,Bronx,BX,2060429,4730,2,7/15/17 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263659K,071517CERJM05
1300 EAST 222 STREET,Bronx,BX,2060429,4730,2,7/15/17 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263660H,071517CERJM05
1300 EAST 222 STREET,Bronx,BX,2060429,4730,2,2/19/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168209H,021916PAERDM01
1300 EAST 222 STREET,Bronx,BX,2060429,4730,2,7/15/17 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263659K,071517CERJM06
1300 EAST 222 STREET,Bronx,BX,2060429,4730,2,7/15/17 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35263660H,071517CERJM06
1306 JEROME AVENUE,Bronx,BX,2008025,2839,5,5/3/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1306 JEROME AVENUE,Bronx,BX,2008025,2839,5,1/29/17 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35196765R,012917CNEWB04
1306 JEROME AVENUE,Bronx,BX,2008025,2839,5,7/20/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1306 JEROME AVENUE,Bronx,BX,2008025,2839,5,6/1/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
1306 JEROME AVENUE,Bronx,BX,2008025,2839,5,12/6/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35081002Z,
